species,id,status
ficus_trichopoda,136663128,Least Concern
ficus_umbellata,143277325,Least Concern
ficus_vallis-choudae,,Not Available
ficus_variifolia,,Not Available
ficus_verruculosa,136663140,Least Concern
ficus_vogeliana,143277337,Least Concern
fillaeopsis_discophora,62025563,Least Concern
flacourtia_flavescens,,Not Available
flacourtia_indica,146188176,Least Concern
flacourtia_vogelii,,Not Available
flueggea_virosa,146202817,Least Concern
funtumia_africana,61984889,Least Concern
funtumia_elastica,49840949,Least Concern
gabonius_ngouniensis,204672578,Least Concern
gaertnera_bieleri,,Not Available
gaertnera_cooperi,154166853,Least Concern
gaertnera_leucothyrsa,138002333,Least Concern
gaertnera_longivaginalis,143714299,Least Concern
gaertnera_paniculata,147041206,Least Concern
gaertnera_trachystyla,,Not Available
gambeya_africana,61961728,Least Concern
gambeya_albida,61961750,Near Threatened
gambeya_boukokoensis,,Not Available
gambeya_gigantea,61961855,Least Concern
gambeya_lacourtiana,61962690,Least Concern
gambeya_perpulchra,61962707,Least Concern
gambeya_subnuda,61963348,Least Concern
ganophyllum_giganteum,,Not Available
garcinia_afzelii,34294,Vulnerable
garcinia_chromocarpa,,Not Available
garcinia_densivenia,,Not Available
garcinia_epunctata,34714,Least Concern
garcinia_kola,34715,Vulnerable
garcinia_livingstonei,,Not Available
garcinia_lucida,170124274,Least Concern
garcinia_mannii,204803295,Least Concern
garcinia_ovalifolia,144303680,Least Concern
garcinia_preussii,204817151,Least Concern
garcinia_punctata,143714192,Least Concern
garcinia_quadrifaria,170064606,Least Concern
gardenia_imperialis,146198230,Least Concern
gardenia_nitida,154167139,Least Concern
gardenia_ternifolia,146215560,Least Concern
gardenia_vogelii,143715392,Least Concern
gilbertiodendron_bilineatum,34716,Vulnerable
gilbertiodendron_brachystegioides,62026019,Least Concern
gilbertiodendron_demonstrans,171986357,Least Concern
gilbertiodendron_dewevrei,62026028,Least Concern
gilbertiodendron_diphyllum,204817219,Least Concern
gilbertiodendron_grandistipulatum,171986521,Least Concern
gilbertiodendron_limba,19891458,Near Threatened
gilbertiodendron_mayombense,62026037,Least Concern
gilbertiodendron_ogoouense,145396954,Least Concern
gilbertiodendron_preussii,62026046,Least Concern
gilbertiodendron_splendidum,34717,Vulnerable
gilbertiodendron_stipulaceum,171986682,Least Concern
gilbertiodendron_unijugum,171986725,Least Concern
gilletiodendron_kisantuense,174073097,Least Concern
gilletiodendron_pierreanum,144302073,Least Concern
globulostylis_cuvieroides,,Not Available
globulostylis_leniochlamys,110074654,Critically Endangered
globulostylis_uncinula,,Not Available
glossocalyx_longicuspis,170124345,Least Concern
gluema_ivorensis,32195,Vulnerable
glyphaea_brevis,156109215,Least Concern
gossweilerodendron_balsamiferum,,Not Available
greenwayodendron_oliveri,136114171,Least Concern
greenwayodendron_suaveolens,62584,Least Concern
grewia_bicolor,,Not Available
grewia_lasiodiscus,156107650,Least Concern
grewia_mollis,156107559,Least Concern
grossera_macrantha,,Not Available
grossera_multinervis,137437807,Vulnerable
grossera_paniculata,170064875,Least Concern
grossera_vignei,,Not Available
guibourtia_arnoldiana,62026070,Least Concern
guibourtia_copallifera,154167578,Vulnerable
guibourtia_demeusei,62026131,Near Threatened
guibourtia_ehie,33053,Least Concern
guibourtia_pellegriniana,62026140,Endangered
guibourtia_tessmannii,62026149,Endangered
gymnanthemum_amygdalinum,,Not Available
gymnanthemum_coloratum,149503617,Least Concern
gymnanthemum_myrianthum,,Not Available
gymnanthes_inopinata,204803381,Least Concern
gymnosporia_buchananii,146215385,Least Concern
gymnosporia_gracilipes,,Not Available
haematostaphis_barteri,,Not Available
haplocoelum_foliolosum,153941296,Least Concern
haplocoelum_intermedium,,Not Available
haplormosia_monophylla,32926,Vulnerable
harrisonia_abyssinica,153941948,Least Concern
harungana_madagascariensis,62019179,Least Concern
heinsia_crinita,136112486,Least Concern
heinsia_myrmoecia,,Not Available
heisteria_parvifolia,136108508,Least Concern
heisteria_trillesiana,204715477,Least Concern
heisteria_zimmereri,143721639,Least Concern
hemandradenia_mannii,35179,Least Concern
heritiera_utilis,33904,Vulnerable
heteropterys_leona,143656234,Least Concern
hexalobus_crispiflorus,132520218,Least Concern
hexalobus_monopetalus,132520315,Least Concern
hexalobus_salicifolius,32927,Least Concern
hibiscus_schizopetalus,,Not Available
hibiscus_sterculiifolius,154168342,Least Concern
hibiscus_tiliaceus,61786470,Least Concern
hildegardia_barteri,147042543,Least Concern
holarrhena_floribunda,144299547,Least Concern
holoptelea_grandis,61966477,Least Concern
homalium_abdessammadii,153929004,Least Concern
homalium_africanum,143656567,Least Concern
homalium_dewevrei,,Not Available
homalium_stipulaceum,143656582,Least Concern
hoplestigma_klaineanum,20390785,Least Concern
hua_gabonii,204817313,Least Concern
hugonia_afzelii,,Not Available
hugonia_planchonii,136108669,Least Concern
hugonia_planchonii,137582572,Vulnerable
hugonia_platysepala,156102792,Least Concern
hunteria_ballayi,,Not Available
hunteria_umbellata,136108289,Least Concern
hylodendron_gabunense,144295739,Least Concern
hymenocardia_acida,146214884,Least Concern
hymenocardia_heudelotii,,Not Available
hymenocardia_lyrata,154170226,Least Concern
hymenocardia_ulmoides,146210262,Least Concern
hymenodictyon_biafranum,,Not Available
hymenodictyon_floribundum,146208815,Least Concern
hymenostegia_aubrevillei,32196,Near Threatened
hymenostegia_felicis,174073408,Least Concern
hymenostegia_floribunda,174073585,Least Concern
hymenostegia_klainei,174073623,Least Concern
hymenostegia_pellegrinii,174073512,Least Concern
hypericum_revolutum,146455427,Least Concern
hypericum_roeperianum,146447898,Least Concern
hyphaene_guineensis,95317509,Least Concern
hypodaphnis_zenkeri,158690387,Least Concern
idertia_axillaris,,Not Available
irvingia_excelsa,204817387,Least Concern
irvingia_gabonensis,33055,Near Threatened
irvingia_grandifolia,62019219,Least Concern
irvingia_robur,143713889,Least Concern
irvingia_smithii,143715523,Least Concern
irvingia_tenuinucleata,,Not Available
isolona_campanulata,132676991,Least Concern
isolona_hexaloba,132677050,Least Concern
isolona_thonneri,132677147,Least Concern
isolona_zenkeri,45418,Least Concern
ixora_bauchiensis,,Not Available
ixora_brachypoda,153939169,Least Concern
ixora_euosmia,,Not Available
ixora_foliosa,45913,Vulnerable
ixora_hiernii,,Not Available
ixora_hippoperifera,,Not Available
ixora_laxiflora,136114266,Least Concern
ixora_mildbraedii,,Not Available
ixora_nigerica,32725,Vulnerable
ixora_praetermissa,,Not Available
jollydora_duparquetiana,143716873,Least Concern
julbernardia_brieyi,144287268,Least Concern
julbernardia_hochreutineri,204798678,Least Concern
julbernardia_pellegriniana,62026277,Least Concern
julbernardia_seretii,156105258,Least Concern
keayodendron_bridelioides,204798579,Least Concern
keetia_gueinzii,146202545,Least Concern
keetia_multiflora,147040956,Least Concern
keetia_venosa,146202316,Least Concern
keetia_zanzibarica,,Not Available
khaya_ivorensis,32234,Vulnerable
kigelia_africana,61986013,Least Concern
klaineanthus_gaboniae,,Not Available
klaineanthus_gabonii,204812438,Least Concern
klainedoxa_gabonensis,62019343,Least Concern
klainedoxa_trillesii,143873056,Least Concern
kosteletzkya_grantii,,Not Available
laccodiscus_ferrugineus,,Not Available
laccodiscus_klaineanus,,Not Available
laccodiscus_pseudostipularis,,Not Available
laguncularia_racemosa,178798,Least Concern
landolphia_jumellei,,Not Available
lannea_acida,144248464,Least Concern
lannea_barteri,144299273,Least Concern
lannea_microcarpa,144309873,Least Concern
lannea_schimperi,,Not Available
lannea_velutina,144312448,Least Concern
lannea_welwitschii,34702,Endangered
lannea_welwitschii,62944,Least Concern
lasianthera_africana,143717722,Least Concern
lasianthus_africanus,,Not Available
lasiodiscus_fasciculiflorus,137990008,Least Concern
lasiodiscus_mannii,,Not Available
lasiodiscus_marmoratus,,Not Available
lasiodiscus_mildbraedii,34436,Vulnerable
lebruniodendron_leptanthum,204812364,Least Concern
lecaniodiscus_cupanioides,153939354,Least Concern
lecomtedoxa_klaineana,,Not Available
lecomtedoxa_nogo,32091,Vulnerable
leonardoxa_africana,19892972,Least Concern
lepidobotrys_staudtii,143655691,Least Concern
lepisanthes_senegalensis,,Not Available
leptactina_arborescens,156108498,Least Concern
leptactina_involucrata,208170724,Least Concern
leptactina_latifolia,,Not Available
leptactina_platyphylla,153943848,Least Concern
leptaulus_congolanus,143715627,Least Concern
leptaulus_daphnoides,144043397,Least Concern
leptaulus_grandifolius,,Not Available
leptaulus_holstii,144043553,Least Concern
leptonychia_echinocarpa,,Not Available
leptonychia_lasiogyne,204811545,Least Concern
leptonychia_macrantha,174399848,Least Concern
leptonychia_multiflora,,Not Available
leptonychia_pallida,,Not Available
leptonychia_pubescens,147043055,Least Concern
letestua_durissima,61963483,Least Concern
leucomphalos_capparideus,144286015,Least Concern
librevillea_klainei,204809279,Least Concern
lijndenia_barteri,204801627,Least Concern
lijndenia_jasminoides,,Not Available
lindackeria_dentata,147036205,Least Concern
lindackeria_schweinfurthii,,Not Available
loesenera_talbotii,32718,Vulnerable
lonchocarpus_sericeus,144288489,Least Concern
lophira_alata,33056,Vulnerable
lophira_lanceolata,156106640,Least Concern
lovoa_trichilioides,33057,Least Concern
lychnodiscus_cerospermus,138013176,Least Concern
lychnodiscus_cerospermus,138013193,Least Concern
lychnodiscus_cerospermus,138013229,Endangered
lychnodiscus_cerospermus,172125432,Least Concern
lychnodiscus_dananensis,,Not Available
lychnodiscus_grandifolius,,Not Available
lychnodiscus_reticulatus,,Not Available
macaranga_barteri,144271689,Least Concern
macaranga_heterophylla,136108182,Least Concern
macaranga_heudelotii,136108806,Least Concern
macaranga_hurifolia,208166591,Least Concern
macaranga_monandra,144267061,Least Concern
macaranga_occidentalis,,Not Available
macaranga_poggei,,Not Available
macaranga_saccifera,,Not Available
macaranga_schweinfurthii,200639,Least Concern
macaranga_spinosa,144301689,Least Concern
machaerium_lunatum,136662024,Least Concern
maerua_crassifolia,137749048,Least Concern
maerua_duchesnei,144038957,Least Concern
maesobotrya_barteri,136111642,Least Concern
maesobotrya_barteri,174410511,Vulnerable
maesobotrya_bertramiana,204813879,Least Concern
maesobotrya_cordulata,204803455,Least Concern
maesobotrya_floribunda,153942400,Least Concern
maesobotrya_griffoniana,204817467,Least Concern
maesobotrya_klaineana,204810157,Least Concern
maesobotrya_longipes,204801749,Least Concern
maesobotrya_staudtii,,Not Available
maesopsis_eminii,49841506,Least Concern
magnistipula_bimarsupiata,173412096,Least Concern
magnistipula_butayei,203375,Critically Endangered
magnistipula_butayei,34803,Vulnerable
magnistipula_butayei,34848,Vulnerable
magnistipula_butayei,62827,Least Concern
magnistipula_butayei,111321982,Vulnerable
magnistipula_butayei,137411237,Near Threatened
magnistipula_butayei,137411351,Vulnerable
magnistipula_butayei,137411784,Endangered
magnistipula_butayei,137411878,Endangered
magnistipula_conrauana,45442,Endangered
magnistipula_cupheiflora,173411553,Near Threatened
magnistipula_cupheiflora,173411634,Vulnerable
magnistipula_glaberrima,173412021,Least Concern
magnistipula_tessmannii,143656503,Least Concern
magnistipula_zenkeri,173412210,Least Concern
mallotus_oppositifolius,62455,Least Concern
mallotus_oppositifolius,35791,Vulnerable
mallotus_subulatus,153036491,Least Concern
malouetia_mildbraedii,204814083,Least Concern
mammea_africana,61987898,Least Concern
manilkara_dawei,,Not Available
manilkara_fouilloyana,,Not Available
manilkara_obovata,142332116,Least Concern
mansonia_altissima,32283,Endangered
mansonia_altissima,62753,Least Concern
maprounea_africana,,Not Available
maprounea_membranacea,143712194,Least Concern
maranthes_aubrevillei,173412557,Least Concern
maranthes_chrysophylla,173412359,Least Concern
maranthes_gabunensis,143656529,Least Concern
maranthes_glabra,136102735,Least Concern
maranthes_kerstingii,,Not Available
maranthes_robusta,154171576,Least Concern
mareya_brevipes,,Not Available
mareya_micrantha,136113039,Least Concern
mareyopsis_longifolia,204798493,Least Concern
mareyopsis_oligogyna,204812516,Least Concern
margaritaria_discoidea,146201960,Least Concern
markhamia_lutea,144259403,Least Concern
markhamia_tomentosa,204679009,Least Concern
marquesia_excelsa,,Not Available
martretia_quadricornis,204812254,Least Concern
massularia_acuminata,136111116,Least Concern
maytenus_undata,146223592,Least Concern
medusandra_mpomiana,,Not Available
medusandra_richardsiana,30443,Vulnerable
memecylon_afzelii,147040419,Least Concern
memecylon_candidum,34768,Vulnerable
memecylon_collinum,204804888,Least Concern
memecylon_diluviorum,204811370,Least Concern
memecylon_englerianum,,Not Available
memecylon_klaineanum,204812192,Least Concern
memecylon_lateriflorum,136113176,Least Concern
memecylon_macrodendron,,Not Available
memecylon_normandii,,Not Available
memecylon_polyanthemos,,Not Available
memecylon_viride,,Not Available
mesogyne_insignis,35730,Near Threatened
microberlinia_bisulcata,30441,Endangered
microberlinia_brazzavillensis,33184,Vulnerable
microcos_africana,192375807,Least Concern
microcos_coriacea,148938718,Least Concern
microcos_mildbraedii,,Not Available
microcos_oligoneura,,Not Available
microcos_pinnatifida,174399839,Least Concern
microdesmis_afrodecandra,204671282,Least Concern
microdesmis_camerunensis,204671317,Least Concern
microdesmis_haumaniana,204671332,Least Concern
microdesmis_klainei,204671347,Least Concern
microdesmis_pierlotiana,,Not Available
microdesmis_puberula,156098422,Least Concern
milicia_excelsa,33903,Near Threatened
milicia_regia,33905,Vulnerable
millettia_chrysophylla,144309988,Least Concern
millettia_dinklagei,,Not Available
millettia_drastica,144314138,Least Concern
millettia_griffoniana,144289719,Least Concern
millettia_lane-poolei,154172332,Least Concern
millettia_laurentii,33219,Endangered
millettia_macrophylla,34780,Near Threatened
millettia_macroura,19892227,Least Concern
millettia_mannii,144301972,Least Concern
millettia_rhodantha,154172943,Least Concern
millettia_sanagana,144302225,Least Concern
millettia_thonningii,144301228,Least Concern
millettia_versicolor,144275749,Least Concern
millettia_warneckei,34805,Vulnerable
millettia_zechiana,19891824,Least Concern
mimusops_andongensis,147284619,Least Concern
mimusops_kummel,153927557,Least Concern
mitragyna_ledermannii,33914,Near Threatened
mitragyna_stipulosa,33913,Near Threatened
monanthotaxis_ferruginea,,Not Available
monanthotaxis_littoralis,,Not Available
monanthotaxis_parvifolia,153943693,Least Concern
monanthotaxis_vogelii,,Not Available
monocyclanthus_vignei,32185,Endangered
monodora_angolensis,132680437,Least Concern
monodora_crispata,132683216,Least Concern
monodora_myristica,132683482,Least Concern
monodora_tenuifolia,132683676,Least Concern
monodora_undulata,132683697,Least Concern
morelia_senegalensis,156107384,Least Concern
morinda_chrysorhiza,,Not Available
morinda_lucida,156109487,Least Concern
morinda_titanophylla,,Not Available
morus_mesozygia,,Not Available
mundulea_sericea,36238,Least Concern
mundulea_sericea,62520,Least Concern
musanga_cecropioides,61967837,Least Concern
mussaenda_elegans,,Not Available
mussaenda_erythrophylla,143713722,Least Concern
myrianthus_arboreus,145347258,Least Concern
myrianthus_cuneifolius,,Not Available
myrianthus_libericus,136102777,Least Concern
myrianthus_preussii,137584190,Least Concern
myrianthus_preussii,137584211,Least Concern
myrianthus_serratus,147036328,Least Concern
napoleonaea_beninensis,154173591,Least Concern
napoleonaea_egertonii,45877,Vulnerable
napoleonaea_imperialis,154173716,Least Concern
napoleonaea_septentrionalis,,Not Available
napoleonaea_talbotii,204676029,Least Concern
napoleonaea_vogelii,136101418,Least Concern
nauclea_diderrichii,33058,Near Threatened
nauclea_gilletii,174412055,Least Concern
nauclea_latifolia,136114785,Least Concern
nauclea_pobeguinii,,Not Available
nauclea_vanderguchtii,,Not Available
nauclea_xanthoxylon,,Not Available
necepsia_afzelii,110043602,Least Concern
neoboutonia_mannii,34773,Near Threatened
neoboutonia_melleri,144267813,Least Concern
neochevalierodendron_stephanii,19892138,Least Concern
neoguarea_glomerulata,118193729,Least Concern
neolemonniera_clitandrifolia,34806,Vulnerable
neostenanthera_gabonensis,133039474,Least Concern
neostenanthera_hamata,34807,Least Concern
neostenanthera_myristicifolia,133039724,Least Concern
neostenanthera_robsonii,32080,Least Concern
nesogordonia_kabingaensis,156104295,Least Concern
nesogordonia_papaverifera,32173,Vulnerable
newbouldia_laevis,87719569,Least Concern
newtonia_aubrevillei,,Not Available
newtonia_buchananii,62026698,Least Concern
newtonia_duparquetiana,156103426,Least Concern
newtonia_glandulifera,158480154,Least Concern
newtonia_grandifolia,158480239,Least Concern
newtonia_griffoniana,158480256,Least Concern
newtonia_leucocarpa,158480317,Least Concern
normandiodendron_bequaertii,204817777,Least Concern
noronhia_africana,156108361,Least Concern
noronhia_mannii,,Not Available
noronhia_nilotica,153936331,Least Concern
nothospondias_staudtii,32929,Vulnerable
nuxia_congesta,146197740,Least Concern
ochna_afzelii,146198791,Least Concern
ochna_kibbiensis,,Not Available
ochna_membranacea,156104134,Least Concern
ochna_multiflora,143713573,Least Concern
ochna_schweinfurthiana,146204515,Least Concern
ocotea_gabonensis,32082,Least Concern
ocotea_michelsonii,111322974,Vulnerable
octoknema_affinis,200535158,Least Concern
octoknema_borealis,154174659,Least Concern
octolobus_spectabilis,138014193,Least Concern
oddoniodendron_micranthum,144270193,Least Concern
okoubaka_aubrevillei,71022951,Endangered
olax_subscorpioides,,Not Available
oldfieldia_africana,61956681,Least Concern
olea_capensis,61919282,Least Concern
omphalocarpum_ahia,116127223,Endangered
omphalocarpum_elatum,147284256,Least Concern
omphalocarpum_lecomteanum,,Not Available
omphalocarpum_pachysteloides,147284371,Least Concern
omphalocarpum_procerum,147284534,Least Concern
oncoba_spinosa,146188247,Least Concern
ongokea_gore,61918236,Least Concern
ophiobotrys_zenkeri,,Not Available
ormocarpum_sennoides,35728,Vulnerable
ormocarpum_verrucosum,137569960,Endangered
ormocarpum_verrucosum,137569893,Least Concern
oubanguia_africana,173460035,Least Concern
oubanguia_alata,173460108,Least Concern
oubanguia_laurifolia,173460182,Least Concern
ouratea_calantha,,Not Available
oxyanthus_formosus,156103976,Least Concern
oxyanthus_pallidus,143721419,Least Concern
oxyanthus_racemosus,147041813,Least Concern
oxyanthus_speciosus,146456872,Least Concern
oxyanthus_subpunctatus,147043155,Least Concern
oxyanthus_unilocularis,156103809,Least Concern
ozoroa_insignis,135815030,Least Concern
pachyelasma_tessmannii,204805875,Least Concern
pancovia_bijuga,147041938,Least Concern
pancovia_floribunda,,Not Available
pancovia_harmsiana,143717145,Least Concern
pancovia_laurentii,,Not Available
pancovia_pedicellaris,,Not Available
pancovia_turbinata,156102532,Least Concern
panda_oleosa,143722018,Least Concern
pandanus_candelabrum,140428997,Least Concern
paramacrolobium_coeruleum,144291263,Least Concern
parinari_congensis,144131466,Least Concern
parinari_curatellifolia,61988657,Least Concern
parinari_excelsa,61988748,Least Concern
parinari_hypochrysea,204715171,Least Concern
parkia_bicolor,19892546,Least Concern
paropsia_grewioides,179605,Least Concern
paropsia_grewioides,180038,Endangered
paropsia_guineensis,,Not Available
paropsiopsis_decandra,204714604,Least Concern
pauridiantha_afzelii,136114583,Least Concern
pauridiantha_callicarpoides,,Not Available
pauridiantha_canthiiflora,,Not Available
pauridiantha_dewevrei,,Not Available
pauridiantha_floribunda,,Not Available
pauridiantha_hirtella,147042942,Least Concern
pauridiantha_liebrechtsiana,,Not Available
pauridiantha_multiflora,,Not Available
pauridiantha_paucinervis,156109666,Least Concern
pauridiantha_pyramidata,,Not Available
pauridiantha_rubens,,Not Available
pauridiantha_sylvicola,154176295,Least Concern
pauridiantha_talbotii,,Not Available
pauridiantha_viridiflora,156103545,Least Concern
pausinystalia_brachythyrsum,36157,Extinct
pavetta_akeassii,154176319,Least Concern
pavetta_calothyrsa,,Not Available
pavetta_corymbosa,156103658,Least Concern
pavetta_hookeriana,110043276,Vulnerable
pavetta_lasioclada,32230,Vulnerable
pavetta_longibrachiata,,Not Available
pavetta_molundensis,,Not Available
pavetta_neurocarpa,,Not Available
pavetta_nitidula,135814674,Least Concern
pavetta_owariensis,110043100,Least Concern
pavetta_owariensis,174412401,Vulnerable
pavetta_staudtii,,Not Available
peddiea_africana,146446657,Least Concern
peddiea_fischeri,146221463,Least Concern
penianthus_zenkeri,,Not Available
pentabrachion_reticulatum,204817915,Least Concern
pentaclethra_eetveldeana,144293542,Least Concern
pentaclethra_macrophylla,62027239,Least Concern
pentadesma_butyracea,61988986,Least Concern
pentadesma_grandifolia,204805801,Least Concern
pericopsis_elata,33191,Endangered
petersianthus_macrocarpus,62020931,Least Concern
petitiocodon_parviflorum,,Not Available
philenoptera_laxiflora,19892919,Least Concern
phoenix_reclinata,67540526,Least Concern
phyllanthus_physocarpus,,Not Available
phyllanthus_polyanthus,146440698,Least Concern
phyllanthus_reticulatus,168985,Least Concern
phyllobotryon_spathulatum,,Not Available
phyllocosmus_africanus,136110458,Least Concern
phyllocosmus_calothyrsus,204678940,Least Concern
phyllocosmus_sessiliflorus,143713383,Least Concern
picralima_nitida,,Not Available
pierreodendron_kerstingii,32281,Vulnerable
piliostigma_thonningii,,Not Available
pinacopodium_congolense,204678892,Least Concern
piper_guineense,135815636,Least Concern
piptadeniastrum_africanum,62027343,Least Concern
piptostigma_calophyllum,45419,Vulnerable
piptostigma_fugax,34813,Least Concern
piptostigma_glabrescens,133043006,Near Threatened
piptostigma_macranthum,133043563,Least Concern
piptostigma_mortehanii,133043824,Least Concern
piptostigma_multinervium,133043835,Least Concern
piptostigma_oyemense,32081,Vulnerable
piptostigma_pilosum,133043884,Least Concern
pittosporum_viridiflorum,46455068,Least Concern
placodiscus_attenuatus,32190,Endangered
placodiscus_bancoensis,34814,Vulnerable
placodiscus_boya,33919,Vulnerable
placodiscus_glandulosus,174427709,Near Threatened
placodiscus_opacus,46180,Vulnerable
placodiscus_pseudostipularis,34817,Endangered
plagiocladus_diandrus,174410714,Least Concern
plagiosiphon_emarginatus,144305041,Least Concern
plagiosiphon_gabonensis,32086,Least Concern
plagiosiphon_longitubus,39526,Least Concern
plagiosiphon_multijugus,144305677,Least Concern
plagiostyles_africana,143713288,Least Concern
platysepalum_chevalieri,,Not Available
platysepalum_violaceum,156111110,Least Concern
pleiocarpa_bicarpellata,143722782,Least Concern
pleiocarpa_mutica,136110351,Least Concern
pleiocarpa_pycnantha,144305485,Least Concern
pleiocarpa_rostrata,,Not Available
podocarpus_milanjianus,42520,Least Concern
poga_oleosa,61984318,Least Concern
poggea_alata,,Not Available
pogonophora_letouzeyi,170123562,Least Concern
polyceratocarpus_parviflorus,137006909,Least Concern
polyscias_fulva,146201138,Least Concern
polyscias_quintasii,37551,Endangered
polysphaeria_arbuscula,147042311,Least Concern
pouchetia_africana,156109797,Least Concern
pouchetia_parviflora,,Not Available
pouteria_alnifolia,62412,Least Concern
pouteria_altissima,34647,Conservation Dependent
pouteria_pierrei,61966157,Least Concern
premna_angolensis,156110907,Least Concern
premna_hispida,147041093,Least Concern
premna_quadrifolia,158692226,Least Concern
prioria_buchholzii,62026859,Least Concern
prioria_joveri,45879,Vulnerable
prioria_oxyphylla,62027002,Least Concern
pristimera_andongensis,,Not Available
prosopis_africana,62027748,Least Concern
protea_madiensis,113210729,Least Concern
protomegabaria_macrophylla,174410764,Least Concern
protomegabaria_stapfiana,143721294,Least Concern
prunus_africana,33631,Vulnerable
pseudagrostistachys_africana,32199,Vulnerable
pseudospondias_longifolia,204803667,Least Concern
pseudospondias_microcarpa,32699,Vulnerable
psorospermum_alternifolium,170064517,Least Concern
psorospermum_aurantiacum,,Not Available
psorospermum_corymbiferum,156105119,Least Concern
psorospermum_febrifugum,146208485,Least Concern
psorospermum_staudtii,,Not Available
psorospermum_tenuifolium,143722143,Least Concern
psychotria_articulata,,Not Available
psychotria_bidentata,154176608,Least Concern
psychotria_brassii,,Not Available
psychotria_chalconeura,43890,Least Concern
psychotria_chalconeura,160447680,Endangered
psychotria_cyanopharynx,143723311,Least Concern
psychotria_densinervia,46162,Endangered
psychotria_dermatophylla,143718251,Least Concern
psychotria_djumaensis,147269720,Least Concern
psychotria_eminiana,148938276,Least Concern
psychotria_gabonica,136110244,Least Concern
psychotria_gilletii,143712295,Least Concern
psychotria_guineensis,,Not Available
psychotria_lanceifolia,46163,Vulnerable
psychotria_laurentii,,Not Available
psychotria_peduncularis,146213952,Least Concern
psychotria_psychotrioides,156106152,Least Concern
psychotria_succulenta,153941415,Least Concern
psychotria_umbellata,,Not Available
psychotria_venosa,,Not Available
psychotria_vogeliana,156110761,Least Concern
psydrax_arnoldiana,,Not Available
psydrax_dunlapii,,Not Available
psydrax_palma,,Not Available
psydrax_parviflora,103647066,Least Concern
psydrax_parviflora,103647075,Least Concern
psydrax_splendens,174412881,Least Concern
psydrax_subcordata,,Not Available
pterocarpus_lucens,19891943,Least Concern
pterocarpus_mildbraedii,62523,Least Concern
pterocarpus_mildbraedii,32904,Vulnerable
pterocarpus_santalinoides,33471,Least Concern
pterocarpus_soyauxii,,Not Available
pterygota_bequaertii,33059,Vulnerable
pterygota_macrocarpa,33060,Vulnerable
ptychopetalum_anceps,136112214,Least Concern
ptychopetalum_petiolatum,174408435,Least Concern
pycnanthus_angolensis,61890778,Least Concern
pycnocoma_macrophylla,,Not Available
pyrostria_affinis,,Not Available
quassia_sanguinea,46182,Vulnerable
radlkofera_calodendron,,Not Available
raphia_hookeri,95366666,Least Concern
raphia_palma-pinus,185206,Near Threatened
raphia_regalis,46200,Least Concern
raphia_vinifera,95366816,Least Concern
rauvolfia_caffra,146221735,Least Concern
rauvolfia_letouzeyi,170123705,Least Concern
rauvolfia_vomitoria,144263659,Least Concern
rhaphiostylis_beninensis,136098976,Least Concern
rhaphiostylis_cordifolia,,Not Available
rhaptopetalum_beguei,32224,Least Concern
rhaptopetalum_coriaceum,174397971,Least Concern
rhaptopetalum_geophylax,46187,Near Threatened
rhaptopetalum_sindarense,32093,Least Concern
rhizophora_mangle,178851,Least Concern
rhizophora_racemosa,178819,Least Concern
rhodognaphalon_brevicuspe,33218,Vulnerable
rhoicissus_revoilii,146405744,Least Concern
rhopalopilia_pallens,,Not Available
ricinodendron_heudelotii,34870,Vulnerable
ricinodendron_heudelotii,62459,Least Concern
ricinus_communis,,Not Available
rinorea_albidiflora,,Not Available
rinorea_angustifolia,146449084,Least Concern
rinorea_batesii,,Not Available
rinorea_brachypetala,,Not Available
rinorea_breviracemosa,,Not Available
rinorea_campoensis,,Not Available
rinorea_cerasifolia,,Not Available
rinorea_claessensii,,Not Available
rinorea_convallarioides,32637,Vulnerable
rinorea_dentata,,Not Available
rinorea_ilicifolia,153251300,Least Concern
rinorea_ilicifolia,205445981,Near Threatened
rinorea_kibbiensis,,Not Available
rinorea_leiophylla,,Not Available
rinorea_longicuspis,153251577,Least Concern
rinorea_mildbraedii,,Not Available
rinorea_oblongifolia,,Not Available
rinorea_preussii,,Not Available
rinorea_subsessilis,,Not Available
rinorea_welwitschii,62497154,Least Concern
ritchiea_albersii,144041434,Least Concern
ritchiea_aprevaliana,,Not Available
ritchiea_capparoides,136103111,Least Concern
robynsia_glabrata,34818,Vulnerable
rothmannia_hispida,143720474,Least Concern
rothmannia_longiflora,153937774,Least Concern
rothmannia_lujae,143715799,Least Concern
rothmannia_macrocarpa,,Not Available
rothmannia_mayumbensis,,Not Available
rothmannia_munsae,,Not Available
rothmannia_octomera,143715894,Least Concern
rothmannia_talbotii,143720284,Least Concern
rothmannia_urcelliformis,153940394,Least Concern
rothmannia_whitfieldii,153946525,Least Concern
rourea_coccinea,158457,Least Concern
rourea_coccinea,158104,Least Concern
rourea_minor,,Not Available
rourea_thomsonii,144281634,Least Concern
rytigynia_neglecta,,Not Available
rytigynia_senegalensis,153946364,Least Concern
rytigynia_umbellulata,,Not Available
sacoglottis_gabonensis,62019103,Least Concern
salacia_lehmbachii,36485,Vulnerable
salacia_lehmbachii,36486,Vulnerable
salacia_lehmbachii,36487,Vulnerable
salacia_lehmbachii,62398,Least Concern
salacia_loloensis,170064334,Least Concern
salacia_loloensis,173369317,Endangered
salacia_mannii,,Not Available
